,hh_id,maz,walk_subzone,income,autos,jtf_choice,size,workers,auto_suff
1893,149254,121,0,56800,1,-2,1,0,cars>=wkrs
1894,897286,121,0,46800,0,-2,1,1,nocars
1901,2687289,121,0,22000,2,1,3,2,cars>=wkrs
1902,2693088,121,0,41800,2,1,3,2,cars>=wkrs
1905,634669,121,0,17000,0,-2,1,1,nocars
1913,3159918,122,0,40000,1,1,3,1,cars>=wkrs
1916,433885,122,0,4900,0,-2,1,1,nocars
1917,1110355,122,0,58150,1,-2,1,1,cars>=wkrs
1918,1567388,122,0,9000,1,3,6,0,cars>=wkrs
1920,966442,122,0,80000,1,-2,1,1,cars>=wkrs
1922,755684,122,0,37000,1,-2,1,1,cars>=wkrs
1923,1918366,122,0,39300,0,1,3,1,nocars
1926,2952320,122,0,36420,1,1,3,0,cars>=wkrs
1927,3086602,123,0,58000,1,2,4,0,cars>=wkrs
1930,1116536,123,0,20000,1,-2,1,1,cars>=wkrs
1931,1603117,123,0,35000,0,1,2,1,nocars
1939,597681,125,0,54000,1,-2,1,1,cars>=wkrs
1948,966566,125,0,103000,1,-2,1,1,cars>=wkrs
1952,32216,125,0,23400,2,-2,1,0,cars>=wkrs
1953,2883807,125,0,31700,0,-3,5,2,nocars
1954,433977,125,0,10000,0,-2,1,1,nocars
1955,2919160,126,0,0,0,1,3,0,nocars
1956,1080499,126,0,73400,1,-2,1,1,cars>=wkrs
1957,2917617,126,0,1800,2,1,3,0,cars>=wkrs
1962,333844,126,0,8000,0,-2,1,1,nocars
1965,4575,126,0,13500,1,-2,1,0,cars>=wkrs
1967,2919174,126,0,10000,1,1,3,0,cars>=wkrs
1971,3930624,149,0,78200,1,1,6,3,cars<wkrs
1973,3866387,165,0,97000,2,1,6,5,cars<wkrs
1974,2739350,165,0,81200,2,1,3,2,cars>=wkrs
1975,1733827,166,0,76000,4,1,2,1,cars>=wkrs
1976,182120,170,0,66800,0,1,3,0,nocars
1977,897557,170,0,49000,1,-2,1,1,cars>=wkrs
1978,756081,170,0,35760,1,-2,1,1,cars>=wkrs
1979,966788,170,0,100580,1,-2,1,1,cars>=wkrs
1980,3315796,170,0,38250,2,1,4,2,cars>=wkrs
1981,333940,170,0,10100,0,-2,1,1,nocars
1982,2948027,170,0,22900,2,1,3,0,cars>=wkrs
1983,635109,170,0,17000,1,-2,1,1,cars>=wkrs
1984,333983,170,0,13100,1,-2,1,1,cars>=wkrs
1985,756040,170,0,33000,2,-2,1,1,cars>=wkrs
1986,182327,170,0,66800,1,1,3,0,cars>=wkrs
1987,333958,170,0,7000,0,-2,1,1,nocars
1988,756303,170,0,40090,1,-2,1,1,cars>=wkrs
1990,3894588,170,0,156050,3,1,6,6,cars<wkrs
1991,2976668,170,0,27680,2,1,3,0,cars>=wkrs
1992,517130,170,0,35000,1,-2,1,1,cars>=wkrs
1993,333973,170,0,10100,0,-2,1,1,nocars
1994,2173115,170,0,38200,3,1,2,2,cars>=wkrs
1995,966804,170,0,326000,1,-2,1,1,cars>=wkrs
1997,3328316,170,0,21500,1,1,4,2,cars<wkrs
1998,375274,170,0,30000,1,-2,1,1,cars>=wkrs
1999,182256,170,0,66800,1,1,3,0,cars>=wkrs
2000,2331766,170,0,30300,1,1,2,2,cars<wkrs
2001,1166365,170,0,88300,2,-2,1,1,cars>=wkrs
2002,756294,170,0,45340,1,-2,1,1,cars>=wkrs
2003,897526,170,0,46000,1,-2,1,1,cars>=wkrs
2004,3365942,170,0,31800,3,1,3,3,cars>=wkrs
2005,434094,170,0,2100,1,-2,1,1,cars>=wkrs
2006,2331805,170,0,29000,1,1,2,2,cars<wkrs
2007,897667,170,0,69500,1,-2,1,1,cars>=wkrs
2008,635416,170,0,6500,0,-2,1,1,nocars
2009,1166381,170,0,80000,1,-2,1,1,cars>=wkrs
2010,434149,170,0,18000,1,-2,1,1,cars>=wkrs
2011,3315783,170,0,38250,2,1,4,2,cars>=wkrs
2012,180103,170,0,33300,1,1,3,0,cars>=wkrs
2013,756153,170,0,35760,1,-2,1,1,cars>=wkrs
2015,756271,170,0,35500,1,-2,1,1,cars>=wkrs
2016,1195811,170,0,20500,2,-2,1,1,cars>=wkrs
2017,756262,170,0,32800,0,-2,1,1,nocars
2018,756457,171,0,32000,3,-2,1,1,cars>=wkrs
2020,2077711,171,0,110000,1,1,7,1,cars>=wkrs
2022,1762478,171,0,116000,1,1,2,1,cars>=wkrs
2023,2275322,171,0,73600,1,-3,2,2,cars<wkrs
2024,434210,172,0,6400,1,-2,1,1,cars>=wkrs
2025,1252901,172,0,36500,1,1,4,1,cars>=wkrs
2026,635499,172,0,11000,0,-2,1,1,nocars
2027,635586,172,0,22410,0,-2,1,1,nocars
2028,334105,172,0,7000,1,-2,1,1,cars>=wkrs
2029,334113,172,0,7700,1,-2,1,1,cars>=wkrs
2030,1710651,172,0,28800,2,1,2,1,cars>=wkrs
2031,3315799,172,0,23100,2,1,4,2,cars>=wkrs
2032,182422,172,0,66800,2,1,3,0,cars>=wkrs
2033,1792181,172,0,38400,2,1,2,1,cars>=wkrs
2034,1166450,172,0,97000,1,-2,1,1,cars>=wkrs
2035,305334,172,0,40100,1,-2,1,1,cars>=wkrs
2036,3866410,172,0,97000,1,1,6,5,cars<wkrs
2037,1307294,172,0,79000,1,1,2,0,cars>=wkrs
2038,756533,172,0,30000,1,-2,1,1,cars>=wkrs
2039,2962612,172,0,56100,3,1,3,0,cars>=wkrs
2040,1710657,172,0,44900,1,1,2,1,cars>=wkrs
2041,635488,172,0,22500,1,-2,1,1,cars>=wkrs
2042,3039878,172,0,0,0,1,4,0,nocars
2043,756572,172,0,35700,1,-2,1,1,cars>=wkrs
2044,3086638,172,0,53000,1,1,4,0,cars>=wkrs
2045,635675,175,0,20000,0,-2,1,1,nocars
2046,2948060,175,0,22900,0,1,3,0,nocars
2047,32231,175,0,24000,2,-2,1,0,cars>=wkrs
2048,2982189,175,0,71840,3,1,3,0,cars>=wkrs
2049,635686,175,0,18000,1,-2,1,1,cars>=wkrs
2050,2116100,175,0,50500,2,1,2,2,cars>=wkrs
2051,3641108,175,0,94000,2,-3,5,0,cars>=wkrs
2052,635669,175,0,22500,0,-2,1,1,nocars
2053,1945690,175,0,37700,1,1,3,1,cars>=wkrs
2054,635677,175,0,12500,1,-2,1,1,cars>=wkrs
2055,158350,175,0,27800,1,1,2,0,cars>=wkrs
2056,966911,175,0,326000,4,-2,1,1,cars>=wkrs
2057,3457627,177,0,73040,3,1,3,3,cars>=wkrs
2058,3410459,181,0,112000,3,1,3,3,cars>=wkrs
2059,2693203,181,0,23800,4,1,3,2,cars>=wkrs
2060,1491037,181,0,79200,1,1,2,0,cars>=wkrs
2061,182520,181,0,66800,1,1,3,0,cars>=wkrs
2062,2120652,181,0,7410,2,-3,2,2,cars>=wkrs
2063,1525874,181,0,25000,1,1,3,0,cars>=wkrs
2064,2331888,181,0,35800,3,1,2,2,cars>=wkrs
2065,2716768,181,0,68000,2,1,3,2,cars>=wkrs
2066,2119135,181,0,39000,3,1,2,2,cars>=wkrs
2067,517379,181,0,30000,0,-2,1,1,nocars
2068,3830021,181,0,82000,2,1,4,2,cars>=wkrs
2069,1641074,181,0,71100,2,1,2,1,cars>=wkrs
2070,2173167,181,0,38000,2,1,2,2,cars>=wkrs
2071,2242489,181,0,31150,1,1,2,2,cars<wkrs
2072,756851,183,0,40000,2,-2,1,1,cars>=wkrs
2073,1822353,183,0,171600,1,-3,2,1,cars>=wkrs
2074,334214,183,0,23000,1,-2,1,1,cars>=wkrs
2075,3467868,183,0,95530,1,1,3,3,cars<wkrs
2076,3724382,183,0,0,0,-3,4,0,nocars
2077,517398,183,0,24000,1,-2,1,1,cars>=wkrs
2078,3815176,183,0,28000,2,1,4,2,cars>=wkrs
2079,2800812,183,0,34100,2,1,4,2,cars>=wkrs
2080,635801,183,0,19700,1,-2,1,1,cars>=wkrs
2081,756896,184,0,30000,1,-2,1,1,cars>=wkrs
2082,2389193,184,0,64000,2,-3,2,2,cars>=wkrs
2083,635852,184,0,12000,0,-2,1,1,nocars
2084,3503059,184,0,87010,3,-3,3,3,cars>=wkrs
2085,3727578,184,0,41000,2,-3,4,0,cars>=wkrs
2086,2739378,184,0,95500,2,1,3,2,cars>=wkrs
2087,3321803,184,0,60600,2,1,4,2,cars>=wkrs
2088,2036697,184,0,98250,2,1,4,1,cars>=wkrs
2089,3291900,185,0,68800,1,1,3,2,cars<wkrs
2090,2854844,185,0,83200,1,1,4,2,cars<wkrs
2092,1152689,185,0,50100,2,-2,1,1,cars>=wkrs
2093,2739412,185,0,191500,3,1,3,2,cars>=wkrs
2094,1970411,185,0,80000,2,1,3,1,cars>=wkrs
2096,182619,186,0,66800,1,1,3,0,cars>=wkrs
2097,636000,186,0,20000,0,-2,1,1,nocars
2099,897888,186,0,46000,2,-2,1,1,cars>=wkrs
2100,635974,186,0,20000,0,-2,1,1,nocars
2101,3866437,186,0,105700,2,1,4,4,cars<wkrs
2102,635960,186,0,11000,1,-2,1,1,cars>=wkrs
2103,1355236,186,0,74100,1,1,2,0,cars>=wkrs
2104,897890,186,0,50000,1,-2,1,1,cars>=wkrs
2105,2389230,186,0,69000,3,1,2,2,cars>=wkrs
2106,897889,186,0,51000,2,-2,1,1,cars>=wkrs
2107,756974,186,0,36100,1,-2,1,1,cars>=wkrs
2108,334312,187,0,10100,1,-2,1,1,cars>=wkrs
2109,3641142,187,0,94000,3,1,5,0,cars>=wkrs
2110,3672413,187,0,72200,0,1,4,0,nocars
2111,2629977,187,0,87000,1,1,3,2,cars<wkrs
2112,2629980,187,0,127900,2,1,3,2,cars>=wkrs
2113,2275360,187,0,76000,1,1,2,2,cars<wkrs
2114,1379712,187,0,156600,1,-3,2,0,cars>=wkrs
2117,2962660,188,0,69500,1,1,3,0,cars>=wkrs
2118,636098,188,0,13700,1,-2,1,1,cars>=wkrs
2120,517559,188,0,45000,1,-2,1,1,cars>=wkrs
2121,1101339,188,0,23500,1,-2,1,1,cars>=wkrs
2122,757280,189,0,40000,2,-2,1,1,cars>=wkrs
2123,434416,189,0,20000,1,-2,1,1,cars>=wkrs
2124,1685402,189,0,85300,3,1,2,1,cars>=wkrs
2125,3434488,189,0,44400,2,1,3,3,cars<wkrs
2126,636243,189,0,20000,2,-2,1,1,cars>=wkrs
2127,182697,189,0,66800,0,1,3,0,nocars
2128,3784327,189,0,82140,1,-3,5,1,cars>=wkrs
2129,636238,189,0,22500,0,-2,1,1,nocars
2130,3550978,189,0,51500,1,1,4,3,cars<wkrs
2132,182693,189,0,66800,2,1,3,0,cars>=wkrs
2133,967025,189,0,94000,1,-2,1,1,cars>=wkrs
2134,757206,189,0,35760,1,-2,1,1,cars>=wkrs
2135,182720,189,0,66800,0,1,3,0,nocars
2136,3672461,189,0,72200,1,1,4,0,cars>=wkrs
2137,2206217,189,0,55000,1,1,2,2,cars<wkrs
2138,636241,189,0,19300,2,-2,1,1,cars>=wkrs
2139,1762565,190,0,103800,1,1,2,1,cars>=wkrs
2140,1253117,190,0,35000,2,1,4,1,cars>=wkrs
2141,2275376,190,0,73600,1,-3,2,2,cars<wkrs
2142,182755,190,0,66800,1,1,3,0,cars>=wkrs
2143,967069,190,0,130000,1,-2,1,1,cars>=wkrs
2144,1379728,190,0,156600,2,1,2,0,cars>=wkrs
2145,897998,191,0,56200,1,-2,1,1,cars>=wkrs
2146,1437005,191,0,57000,0,-3,2,0,nocars
2147,3872462,191,0,48520,3,1,7,4,cars<wkrs
2148,967088,191,0,160000,1,-2,1,1,cars>=wkrs
2149,2018601,191,0,57000,1,1,4,1,cars>=wkrs
2151,636279,191,0,17800,1,-2,1,1,cars>=wkrs
2152,16136,191,0,7300,1,-2,1,0,cars>=wkrs
2153,517658,192,0,34200,1,-2,1,1,cars>=wkrs
2154,636374,192,0,17000,0,-2,1,1,nocars
2155,1677214,192,0,48400,1,1,2,1,cars>=wkrs
2156,1059405,192,0,23510,1,-2,1,1,cars>=wkrs
2157,334441,192,0,23000,2,-2,1,1,cars>=wkrs
2158,78065,193,0,19000,1,-2,1,0,cars>=wkrs
2159,2788802,193,0,89000,2,1,3,2,cars>=wkrs
2160,3641201,193,0,94000,2,1,5,0,cars>=wkrs
2161,757495,194,0,32800,1,-2,1,1,cars>=wkrs
2162,3894736,194,0,123500,1,-3,4,4,cars<wkrs
2163,3593044,194,0,188700,1,1,4,3,cars<wkrs
2164,2916395,194,0,93000,2,1,5,2,cars>=wkrs
2165,898024,194,0,51000,1,-2,1,1,cars>=wkrs
2166,3214157,194,0,56600,1,1,4,1,cars>=wkrs
2167,757506,194,0,35500,1,-2,1,1,cars>=wkrs
2168,3584390,194,0,75200,1,1,4,3,cars<wkrs
2169,636454,194,0,19700,1,-2,1,1,cars>=wkrs
2170,3935821,194,0,132400,1,1,9,4,cars<wkrs
2171,3321813,195,0,49000,2,1,4,2,cars>=wkrs
2172,434503,195,0,15000,0,-2,1,1,nocars
2173,757524,195,0,33630,1,-2,1,1,cars>=wkrs
2174,3672620,195,0,72200,3,1,4,0,cars>=wkrs
2175,636480,195,0,17000,2,-2,1,1,cars>=wkrs
2176,1685418,195,0,83850,1,1,2,1,cars>=wkrs
2177,1264558,195,0,107000,1,1,4,1,cars>=wkrs
2178,1355341,195,0,58200,1,-3,2,0,cars>=wkrs
2179,3933392,195,0,242060,2,1,10,5,cars<wkrs
2180,3389892,196,0,34000,2,1,3,3,cars<wkrs
2183,2008091,196,0,41110,2,1,4,1,cars>=wkrs
2184,3389900,197,0,29400,0,1,3,3,nocars
2185,1807109,197,0,76000,1,1,2,1,cars>=wkrs
2187,2120670,197,0,18000,2,1,2,2,cars>=wkrs
2188,3815187,197,0,28000,2,1,4,2,cars>=wkrs
2189,1437052,197,0,58100,2,-3,2,0,cars>=wkrs
2190,1334396,197,0,31500,2,1,2,0,cars>=wkrs
2191,1264562,197,0,107000,1,1,4,1,cars>=wkrs
2192,757685,197,0,45340,1,-2,1,1,cars>=wkrs
2193,636556,197,0,17000,0,-2,1,1,nocars
2194,182866,197,0,66800,1,1,3,0,cars>=wkrs
2195,3434505,197,0,34000,2,-3,3,3,cars<wkrs
2196,3116609,197,0,89700,2,1,4,0,cars>=wkrs
2197,334597,198,0,6100,1,-2,1,1,cars>=wkrs
2198,757771,198,0,40000,1,-2,1,1,cars>=wkrs
2199,1334403,198,0,35730,3,1,2,0,cars>=wkrs
2200,3168552,198,0,95500,2,1,3,1,cars>=wkrs
2201,1664388,198,0,31700,1,1,2,1,cars>=wkrs
2202,967159,198,0,88000,2,-2,1,1,cars>=wkrs
2203,2332052,198,0,39200,2,1,2,2,cars>=wkrs
2204,3528619,198,0,41400,3,1,4,3,cars>=wkrs
2205,1664399,198,0,35200,1,1,2,1,cars>=wkrs
2206,3389905,198,0,34000,1,-3,3,3,cars<wkrs
2207,3389935,199,0,29400,3,1,3,3,cars>=wkrs
2208,180465,199,0,33300,0,1,3,0,nocars
2209,1290413,199,0,54100,1,1,2,0,cars>=wkrs
2210,3894797,199,0,150120,3,1,4,4,cars<wkrs
2211,1094838,199,0,4000,1,-2,1,1,cars>=wkrs
2212,1465808,199,0,163400,2,1,2,0,cars>=wkrs
2213,3116626,199,0,89700,1,1,4,0,cars>=wkrs
2215,517832,199,0,30000,1,-2,1,1,cars>=wkrs
2216,2119164,199,0,36810,2,1,2,2,cars>=wkrs
2217,3528648,199,0,41400,1,1,4,3,cars<wkrs
2218,2332073,199,0,41700,1,-3,2,2,cars<wkrs
2219,3672724,199,0,72200,1,1,4,0,cars>=wkrs
2220,3285263,200,0,121000,2,1,3,2,cars>=wkrs
2221,1956611,200,0,71170,2,1,3,1,cars>=wkrs
2222,2433022,200,0,121000,3,1,2,2,cars>=wkrs
2223,334645,200,0,9000,1,-2,1,1,cars>=wkrs
2224,434591,200,0,15000,1,-2,1,1,cars>=wkrs
2225,1603152,201,0,40000,0,1,2,1,nocars
2226,517859,201,0,31380,1,-2,1,1,cars>=wkrs
2227,334662,201,0,17500,0,-2,1,1,nocars
2228,305410,201,0,40100,1,-2,1,1,cars>=wkrs
2229,1355424,201,0,54300,1,1,2,0,cars>=wkrs
2230,636823,201,0,23000,1,-2,1,1,cars>=wkrs
2231,2130586,201,0,36000,2,-3,2,2,cars>=wkrs
2232,2739531,201,0,102000,2,1,3,2,cars>=wkrs
2233,169977,201,0,6400,1,1,3,0,cars>=wkrs
2234,3047566,202,0,35300,3,1,4,0,cars>=wkrs
2235,636867,202,0,20500,0,-2,1,1,nocars
2236,1641181,202,0,64000,1,-3,2,1,cars>=wkrs
2237,2433034,202,0,125500,1,1,2,2,cars<wkrs
2238,1247399,202,0,3300,1,1,7,1,cars>=wkrs
2239,2051046,203,0,70000,2,1,5,1,cars>=wkrs
2240,277261,203,0,12000,0,-2,1,1,nocars
2241,277259,203,0,7500,1,-2,1,1,cars>=wkrs
2242,187576,203,0,7610,0,1,5,0,nocars
2243,1355438,203,0,57960,1,-3,2,0,cars>=wkrs
2244,757973,205,0,33000,1,-2,1,1,cars>=wkrs
2245,2012230,206,0,89000,2,1,4,1,cars>=wkrs
2246,3695100,206,0,59700,2,1,4,0,cars>=wkrs
2247,636922,206,0,7900,1,-2,1,1,cars>=wkrs
2248,898187,207,0,71000,1,-2,1,1,cars>=wkrs
2249,3047584,207,0,35300,1,1,4,0,cars>=wkrs
2250,3205975,207,0,104000,1,1,4,1,cars>=wkrs
2251,187628,207,0,7610,0,1,5,0,nocars
2252,3940237,207,0,66860,2,1,12,6,cars<wkrs
2253,2219200,207,0,95900,2,1,2,2,cars>=wkrs
2254,2846574,207,0,47000,1,1,4,2,cars<wkrs
2255,2433076,207,0,132500,1,1,2,2,cars<wkrs
2256,305415,207,0,36000,1,-2,1,1,cars>=wkrs
2257,2150040,208,0,53000,2,-3,2,2,cars>=wkrs
2258,1545635,208,0,85000,0,1,3,0,nocars
2259,1610607,208,0,83000,2,1,2,1,cars>=wkrs
2260,2662931,208,0,66800,0,1,3,2,nocars
2262,1220855,208,0,23330,1,1,5,1,cars>=wkrs
2263,1220917,208,0,23330,0,-3,5,1,nocars
2264,3382005,208,0,37100,1,1,3,3,cars<wkrs
2265,2150042,208,0,48500,2,1,2,2,cars>=wkrs
2266,3154973,208,0,70330,3,1,3,1,cars>=wkrs
2267,1220954,208,0,23330,1,1,5,1,cars>=wkrs
2268,1220790,208,0,23330,1,1,5,1,cars>=wkrs
2269,1576357,209,0,25000,0,1,2,1,nocars
2270,2206306,209,0,73610,2,1,2,2,cars>=wkrs
2271,2925482,209,0,45600,2,1,3,0,cars>=wkrs
2272,2332115,209,0,30400,0,-3,2,2,nocars
2273,2300607,209,0,118320,2,1,2,2,cars>=wkrs
2274,3930652,209,0,148300,4,1,6,5,cars<wkrs
2275,305435,210,0,45000,3,-2,1,1,cars>=wkrs
2276,277289,210,0,2300,1,-2,1,1,cars>=wkrs
2277,2609082,210,0,33200,0,1,3,2,nocars
2278,1080527,210,0,56000,1,-2,1,1,cars>=wkrs
2279,758133,210,0,44000,1,-2,1,1,cars>=wkrs
2280,637009,210,0,15000,2,-2,1,1,cars>=wkrs
2281,3793094,210,0,182500,3,1,4,1,cars>=wkrs
2282,375488,210,0,36000,1,-2,1,1,cars>=wkrs
2283,898228,210,0,58000,3,-2,1,1,cars>=wkrs
2284,2024771,210,0,24500,0,-4,4,1,nocars
2285,1027007,210,0,11600,1,-2,1,1,cars>=wkrs
2286,758074,210,0,28200,0,-2,1,1,nocars
2287,636994,210,0,240,1,-2,1,1,cars>=wkrs
2288,758169,211,0,37000,2,-2,1,1,cars>=wkrs
2289,334779,211,0,21000,1,-2,1,1,cars>=wkrs
2290,375541,211,0,29100,1,-2,1,1,cars>=wkrs
2291,758182,211,0,23200,0,-2,1,1,nocars
2292,1221138,211,0,23330,1,1,5,1,cars>=wkrs
2294,260459,211,0,7000,0,1,4,0,nocars
2295,305465,211,0,30000,1,-2,1,1,cars>=wkrs
2296,1664452,211,0,32200,2,-3,2,1,cars>=wkrs
2297,3512961,211,0,35000,3,1,4,3,cars>=wkrs
2298,518070,211,0,34000,1,-2,1,1,cars>=wkrs
2299,2242702,211,0,42800,0,1,2,2,nocars
2300,1888779,211,0,19500,1,1,3,1,cars>=wkrs
2301,637151,211,0,11600,0,-2,1,1,nocars
2302,3104725,211,0,41500,1,1,4,0,cars>=wkrs
2303,1221067,211,0,23330,1,1,5,1,cars>=wkrs
2304,3848300,211,0,36400,1,1,4,4,cars<wkrs
2305,1578686,211,0,11800,1,1,2,1,cars>=wkrs
2306,2926473,211,0,4200,0,1,3,0,nocars
2308,898310,211,0,70000,1,-2,1,1,cars>=wkrs
2309,2332171,211,0,30400,0,1,2,2,nocars
2310,1861954,211,0,14700,3,1,3,1,cars>=wkrs
2311,2093533,211,0,37600,2,1,2,2,cars>=wkrs
2312,597891,211,0,59000,1,-2,1,1,cars>=wkrs
2313,898312,211,0,60500,1,-2,1,1,cars>=wkrs
2314,2130646,211,0,40000,2,1,2,2,cars>=wkrs
2315,597915,211,0,50000,1,-2,1,1,cars>=wkrs
2316,2332172,211,0,30400,1,1,2,2,cars<wkrs
2317,3135432,211,0,33150,1,1,3,1,cars>=wkrs
2319,1886988,211,0,80000,1,-3,3,1,cars>=wkrs
2320,898303,211,0,48000,1,-2,1,1,cars>=wkrs
2321,2233387,212,0,69200,1,-3,2,2,cars<wkrs
2322,3631462,212,0,3600,0,1,4,0,nocars
2323,375582,212,0,36000,4,-2,1,1,cars>=wkrs
2324,2500422,212,0,31000,0,-3,2,2,nocars
2325,3638157,212,0,32800,0,1,4,0,nocars
2326,518139,212,0,32000,0,-2,1,1,nocars
2327,1659820,212,0,8300,0,-3,2,1,nocars
2328,3847059,212,0,14100,1,1,4,4,cars<wkrs
2329,3214173,212,0,50800,0,1,4,1,nocars
2330,3813005,212,0,36700,2,-3,4,2,cars>=wkrs
2331,2130667,212,0,26850,3,1,2,2,cars>=wkrs
2332,2796752,212,0,33000,0,1,4,2,nocars
2333,2030430,212,0,74000,0,-3,4,1,nocars
2334,1653866,212,0,79600,1,1,2,1,cars>=wkrs
2335,2883852,212,0,31300,0,-3,5,2,nocars
2336,398168,212,0,47000,1,-2,1,1,cars>=wkrs
2337,2001200,212,0,11400,0,1,4,1,nocars
2338,619589,212,0,98000,0,-2,1,1,nocars
2339,2173395,212,0,29800,1,1,2,2,cars<wkrs
2340,3718801,213,0,3400,0,1,4,0,nocars
2341,3942184,213,0,154000,2,1,12,7,cars<wkrs
2342,334930,213,0,900,0,-2,1,1,nocars
2343,637194,213,0,20000,1,-2,1,1,cars>=wkrs
2344,758408,213,0,25000,1,-2,1,1,cars>=wkrs
2345,1132381,213,0,40000,1,-2,1,1,cars>=wkrs
2346,597976,213,0,61110,1,-2,1,1,cars>=wkrs
2347,9627,213,0,29800,1,-2,1,0,cars>=wkrs
2348,1710790,213,0,39200,1,1,2,1,cars>=wkrs
2349,398199,214,0,73900,2,-2,1,1,cars>=wkrs
2351,1861971,214,0,8000,0,1,3,1,nocars
2353,1592689,214,0,20400,2,1,2,1,cars>=wkrs
2354,16270,214,0,19810,2,-2,1,0,cars>=wkrs
2356,3006673,214,0,55000,2,1,3,0,cars>=wkrs
2358,1085815,214,0,115000,1,-2,1,1,cars>=wkrs
2359,305552,214,0,24200,1,-2,1,1,cars>=wkrs
2361,2926504,214,0,14600,0,-3,3,0,nocars
2362,518313,214,0,23500,0,-2,1,1,nocars
2363,619621,214,0,99500,1,-2,1,1,cars>=wkrs
2364,3843184,214,0,70200,2,1,6,5,cars<wkrs
2366,1283524,214,0,18360,0,-3,2,0,nocars
2367,434962,214,0,10000,2,-2,1,1,cars>=wkrs
2369,2599227,214,0,57150,0,1,3,2,nocars
2371,2609148,214,0,30000,1,-3,3,2,cars<wkrs
2372,1085812,214,0,98200,1,-2,1,1,cars>=wkrs
2373,758496,214,0,35000,1,-2,1,1,cars>=wkrs
2374,334993,214,0,2000,0,-2,1,1,nocars
2375,1641231,215,0,50000,2,1,2,1,cars>=wkrs
2376,247398,215,0,0,0,1,4,0,nocars
2377,127253,215,0,110000,1,-2,1,0,cars>=wkrs
2378,637400,215,0,12500,1,-2,1,1,cars>=wkrs
2379,257275,215,0,33700,0,1,4,0,nocars
2380,322986,215,0,78000,1,-2,1,1,cars>=wkrs
2381,2925506,215,0,45600,1,-3,3,0,cars>=wkrs
2382,335091,215,0,0,0,-2,1,1,nocars
2383,2633787,215,0,10000,0,1,3,2,nocars
2384,2118031,215,0,151500,2,1,2,2,cars>=wkrs
2385,305634,215,0,36010,1,-2,1,1,cars>=wkrs
2386,404661,215,0,82000,0,-2,1,1,nocars
2387,68978,215,0,50000,0,-2,1,0,nocars
2388,637394,215,0,20000,0,-2,1,1,nocars
2389,1465820,215,0,99400,3,1,2,0,cars>=wkrs
2390,2739643,215,0,362000,2,1,3,2,cars>=wkrs
2391,277578,215,0,15520,1,-2,1,1,cars>=wkrs
2392,1399258,216,0,69000,1,1,2,0,cars>=wkrs
2393,3937828,216,0,92800,2,1,11,5,cars<wkrs
2394,187921,216,0,6700,0,1,4,0,nocars
2395,2158238,216,0,87280,2,1,2,2,cars>=wkrs
2396,637453,216,0,18000,0,-2,1,1,nocars
2397,1465827,216,0,87700,1,1,2,0,cars>=wkrs
2398,3797509,216,0,66500,4,1,5,1,cars>=wkrs
2400,2739659,216,0,79000,2,1,3,2,cars>=wkrs
2401,3006686,216,0,68450,1,1,3,0,cars>=wkrs
2402,2739649,216,0,82870,3,1,3,2,cars>=wkrs
2403,3593107,216,0,143300,3,1,4,3,cars>=wkrs
2404,1607524,216,0,50020,0,-3,2,1,nocars
2405,1568529,216,0,50000,0,1,5,0,nocars
2406,2693410,217,0,25500,2,1,3,2,cars>=wkrs
2407,1822470,217,0,136800,1,1,2,1,cars>=wkrs
2408,2101257,217,0,78000,1,1,2,2,cars<wkrs
2409,3843872,217,0,145250,2,1,5,4,cars<wkrs
2410,1591832,217,0,77500,4,1,2,1,cars>=wkrs
2411,2925550,217,0,58000,0,1,3,0,nocars
2412,3315878,217,0,26900,3,1,4,2,cars>=wkrs
2413,3850652,217,0,75000,0,1,4,3,nocars
2414,3069481,217,0,29900,2,1,4,0,cars>=wkrs
2415,758735,217,0,37000,2,-2,1,1,cars>=wkrs
2416,1861986,217,0,10000,1,1,3,1,cars>=wkrs
2417,1659837,217,0,7500,3,1,2,1,cars>=wkrs
2418,3782905,217,0,39400,2,1,4,1,cars>=wkrs
2419,2982294,217,0,50000,2,1,3,0,cars>=wkrs
2420,3202810,217,0,30960,0,1,4,1,nocars
2421,2119185,217,0,27400,3,-3,2,2,cars>=wkrs
2422,2389504,217,0,66000,2,1,2,2,cars>=wkrs
2423,3733855,217,0,70440,0,1,4,0,nocars
2424,1501977,217,0,49600,2,1,3,0,cars>=wkrs
2425,2883855,217,0,35000,1,1,5,2,cars<wkrs
2426,2242774,217,0,37300,1,-3,2,2,cars<wkrs
2427,3355489,217,0,41900,1,1,3,3,cars<wkrs
2428,2030434,217,0,69000,0,1,4,1,nocars
2429,3733866,217,0,70440,0,1,4,0,nocars
2430,3430092,217,0,173100,2,1,3,3,cars<wkrs
2431,2106552,217,0,30000,2,1,2,2,cars>=wkrs
2432,2687352,218,0,20500,1,1,3,2,cars<wkrs
2433,2024795,218,0,30000,1,1,4,1,cars>=wkrs
2434,2693426,218,0,28100,1,1,3,2,cars<wkrs
2435,1085824,218,0,109100,2,-2,1,1,cars>=wkrs
2436,3641366,218,0,119000,1,-3,5,0,cars>=wkrs
2437,758746,218,0,32704,1,-2,1,1,cars>=wkrs
2438,3347619,218,0,35800,1,1,3,3,cars<wkrs
2439,1861998,218,0,12000,1,1,3,1,cars>=wkrs
